"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-11-19 ~ 2025-11-18"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 영등포구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 500 ~ 3000 만원"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1371","서울특별시 영등포구 대림동","8**","8m미만","16.60","월세","202505","12","500","45","1993","디지털로69가길","202505~202705","신규","-","","","단독다가구"
"1372","서울특별시 영등포구 대림동","7**","25m미만","25.00","월세","202505","12","500","40","1983","대림로33길","202505~202705","신규","-","","","단독다가구"
"1373","서울특별시 영등포구 대림동","7**","8m미만","33.00","월세","202505","12","2,800","60","1988","대림로43길","202505~202705","신규","-","","","단독다가구"
"1374","서울특별시 영등포구 영등포동","6**","12m미만","29.00","월세","202505","12","2,000","50","1989","영신로9길","202505~202705","신규","-","","","단독다가구"
"1375","서울특별시 영등포구 대림동","8**","8m미만","73.66","월세","202505","12","500","45","2016","디지털로57길","202505~202705","신규","-","","","단독다가구"
"1376","서울특별시 영등포구 당산동1가","2**","8m미만","45.00","월세","202505","12","3,000","70","1969","영등포로27길","202506~202706","신규","-","","","단독다가구"
"1377","서울특별시 영등포구 대림동","7**","12m미만","18.00","월세","202505","11","500","57","2012","대림로29가길","202505~202705","신규","-","","","단독다가구"
"1378","서울특별시 영등포구 대림동","1***","12m미만","81.35","월세","202505","11","500","60","2007","디지털로37길","202506~202706","신규","-","","","단독다가구"
"1379","서울특별시 영등포구 대림동","9**","8m미만","17.00","월세","202505","11","500","35","2017","대림로8길","202505~202605","신규","-","","","단독다가구"
"1380","서울특별시 영등포구 대림동","7**","8m미만","18.00","월세","202505","11","2,000","30","2009","도림로48길","202505~202605","신규","-","","","단독다가구"
"1381","서울특별시 영등포구 당산동1가","1**","8m미만","33.32","월세","202505","11","1,000","90","2019","영신로39길","202506~202706","신규","-","","","단독다가구"
"1382","서울특별시 영등포구 영등포동","6**","12m미만","19.80","월세","202505","11","500","55","2018","영신로9나길","202505~202705","신규","-","","","단독다가구"
"1383","서울특별시 영등포구 영등포동","6**","25m미만","50.20","월세","202505","11","2,000","40","1997","영신로8길","202505~202705","신규","-","","","단독다가구"
"1384","서울특별시 영등포구 도림동","2**","25m미만","35.14","월세","202505","10","2,000","100","2023","도신로15다길","202507~202707","신규","-","","","단독다가구"
"1385","서울특별시 영등포구 당산동1가","3**","8m미만","23.00","월세","202505","10","1,000","45","1990","당산로18길","202506~202706","신규","-","","","단독다가구"
"1386","서울특별시 영등포구 대림동","1***","8m미만","50.16","월세","202505","10","500","50","1991","디지털로37길","202506~202706","신규","-","","","단독다가구"
"1387","서울특별시 영등포구 대림동","7**","8m미만","43.00","월세","202505","10","850","50","1987","도림로48길","202505~202705","신규","-","","","단독다가구"
"1388","서울특별시 영등포구 당산동3가","4*","12m미만","20.00","월세","202505","10","1,000","50","2003","당산로28길","202507~202607","신규","-","","","단독다가구"
"1389","서울특별시 영등포구 신길동","1***","8m미만","72.66","월세","202505","10","1,000","45","1990","여의대방로35길","202505~202705","신규","-","","","단독다가구"
"1390","서울특별시 영등포구 신길동","1**","8m미만","62.10","월세","202505","10","2,000","70","1991","도신로47가길","202506~202706","신규","-","","","단독다가구"
"1391","서울특별시 영등포구 신길동","1**","8m미만","119.87","월세","202505","10","3,000","10","1995","도신로56길","202505~202705","신규","-","","","단독다가구"
"1392","서울특별시 영등포구 신길동","8*","8m미만","129.69","월세","202505","10","500","40","1990","여의대방로47다길","202505~202705","신규","-","","","단독다가구"
"1393","서울특별시 영등포구 신길동","3***","12m미만","17.77","월세","202505","10","1,000","45","2015","신풍로12길","202505~202705","신규","-","","","단독다가구"
"1394","서울특별시 영등포구 신길동","3**","8m미만","24.00","월세","202505","10","500","30","1992","가마산로56길","202505~202705","신규","-","","","단독다가구"
"1395","서울특별시 영등포구 대림동","9**","8m미만","20.00","월세","202505","10","3,000","32","2019","대림로8길","202505~202705","신규","-","","","단독다가구"
"1396","서울특별시 영등포구 양평동4가","2**","8m미만","40.00","월세","202505","10","1,500","60","1991","양평로20길","202505~202705","신규","-","","","단독다가구"
"1397","서울특별시 영등포구 도림동","2**","25m미만","35.14","월세","202505","10","2,000","100","2023","도신로15다길","202508~202708","신규","-","","","단독다가구"
"1398","서울특별시 영등포구 대림동","8**","8m미만","50.00","월세","202505","09","3,000","60","1996","디지털로69나길","202506~202706","신규","-","","","단독다가구"
"1399","서울특별시 영등포구 대림동","6**","12m미만","40.00","월세","202505","09","500","60","1988","대림로34라길","202506~202706","신규","-","","","단독다가구"
"1400","서울특별시 영등포구 도림동","2**","12m미만","19.80","월세","202505","09","1,000","46","1988","도신로15라길","202505~202705","신규","-","","","단독다가구"
"1401","서울특별시 영등포구 신길동","2***","8m미만","30.00","월세","202505","09","1,000","40","1991","신풍로19길","202506~202706","신규","-","","","단독다가구"
"1402","서울특별시 영등포구 신길동","1**","8m미만","185.34","월세","202505","09","500","35","1991","도신로54길","202506~202706","신규","-","","","단독다가구"
"1403","서울특별시 영등포구 대림동","8**","8m미만","10.14","월세","202505","09","500","50","2018","대림로22가길","202505~202705","신규","-","","","단독다가구"
"1404","서울특별시 영등포구 대림동","1***","8m미만","16.50","월세","202505","09","500","45","2012","도림로40길","202505~202705","신규","-","","","단독다가구"
"1405","서울특별시 영등포구 대림동","9**","12m미만","25.00","월세","202505","09","500","50","2019","대림로8길","202505~202605","신규","-","","","단독다가구"
"1406","서울특별시 영등포구 도림동","1**","8m미만","40.81","월세","202505","09","1,000","45","1994","도신로29라길","202505~202705","신규","-","","","단독다가구"
"1407","서울특별시 영등포구 대림동","6**","8m미만","18.00","월세","202505","08","3,000","20","2016","도신로6길","202506~202706","신규","-","","","단독다가구"
"1408","서울특별시 영등포구 영등포동","6**","8m미만","18.25","월세","202505","08","1,000","45","1993","영신로20가길","202505~202605","신규","-","","","단독다가구"
"1409","서울특별시 영등포구 신길동","4***","8m미만","60.49","월세","202505","08","2,000","60","1981","신길로42길","202507~202707","신규","-","","","단독다가구"
"1410","서울특별시 영등포구 당산동1가","3**","8m미만","19.00","월세","202505","08","500","35","1993","당산로18길","202505~202705","신규","-","","","단독다가구"
"1411","서울특별시 영등포구 신길동","5*","8m미만","17.00","월세","202505","08","1,000","45","2008","영등포로65길","202505~202605","신규","-","","","단독다가구"
"1412","서울특별시 영등포구 신길동","4***","8m미만","60.49","월세","202505","08","2,000","60","1981","신길로42길","202506~202706","신규","-","","","단독다가구"
"1413","서울특별시 영등포구 도림동","2**","8m미만","16.00","월세","202505","08","500","35","1992","도신로19길","202505~202705","신규","-","","","단독다가구"
"1414","서울특별시 영등포구 대림동","8**","12m미만","35.00","월세","202505","08","1,000","45","1977","대림로22길","202506~202706","신규","-","","","단독다가구"
"1415","서울특별시 영등포구 도림동","2**","12m미만","40.95","월세","202505","07","1,000","50","1989","도림로113길","202506~202706","신규","-","","","단독다가구"
"1416","서울특별시 영등포구 신길동","8**","8m미만","59.61","월세","202505","07","500","40","1995","여의대방로43길","202505~202705","신규","-","","","단독다가구"
"1417","서울특별시 영등포구 신길동","1***","8m미만","42.00","월세","202505","07","500","35","1994","여의대방로49길","202505~202705","신규","-","","","단독다가구"
"1418","서울특별시 영등포구 신길동","4***","8m미만","35.00","월세","202505","07","500","45","1991","여의대방로15길","202505~202705","신규","-","","","단독다가구"
"1419","서울특별시 영등포구 신길동","3**","8m미만","33.60","월세","202505","07","500","40","1991","도림로102길","202505~202705","신규","-","","","단독다가구"
"1420","서울특별시 영등포구 신길동","1**","8m미만","85.47","월세","202505","07","500","50","1993","신길로56길","202506~202706","신규","-","","","단독다가구"
"1421","서울특별시 영등포구 신길동","8**","8m미만","59.61","월세","202505","07","500","40","1995","여의대방로43길","202505~202705","신규","-","","","단독다가구"
"1422","서울특별시 영등포구 신길동","2**","8m미만","115.04","월세","202505","07","1,000","45","1993","도신로48길","202505~202705","신규","-","","","단독다가구"
"1423","서울특별시 영등포구 양평동4가","2**","8m미만","54.00","월세","202505","07","500","60","1997","양평로20길","202506~202706","신규","-","","","단독다가구"
"1424","서울특별시 영등포구 당산동6가","2**","8m미만","13.26","월세","202505","07","500","38","1994","당산로46길","202506~202706","신규","-","","","단독다가구"
"1425","서울특별시 영등포구 대림동","9**","12m미만","40.00","월세","202505","07","500","50","1998","신길로15다길","202505~202705","신규","-","","","단독다가구"
"1426","서울특별시 영등포구 대림동","1***","8m미만","33.00","월세","202505","07","1,000","65","1992","디지털로49길","202505~202705","신규","-","","","단독다가구"
"1427","서울특별시 영등포구 대림동","1***","8m미만","33.00","월세","202505","07","500","50","1989","디지털로38길","202505~202705","신규","-","","","단독다가구"
"1428","서울특별시 영등포구 대림동","1***","8m미만","25.00","월세","202505","07","1,000","73","2021","디지털로","202505~202605","신규","-","","","단독다가구"
"1429","서울특별시 영등포구 대림동","7**","12m미만","20.00","월세","202505","07","500","40","1984","대림로31길","202505~202705","신규","-","","","단독다가구"
"1430","서울특별시 영등포구 대림동","7**","8m미만","35.00","월세","202505","07","2,000","50","1990","도림로59길","202506~202706","신규","-","","","단독다가구"
"1431","서울특별시 영등포구 대림동","6**","25m미만","35.00","월세","202505","06","1,000","50","1986","대림로40길","202505~202705","신규","-","","","단독다가구"
"1432","서울특별시 영등포구 대림동","7**","8m미만","90.51","월세","202505","06","500","50","2017","대림로23가길","202505~202705","신규","-","","","단독다가구"
"1433","서울특별시 영등포구 신길동","4**","8m미만","30.04","월세","202505","06","500","38","2006","도림로81길","202505~202705","신규","-","","","단독다가구"
"1434","서울특별시 영등포구 신길동","4***","8m미만","28.00","월세","202505","06","500","53","1990","대방천로","202505~202705","신규","-","","","단독다가구"
"1435","서울특별시 영등포구 신길동","6*","8m미만","187.92","월세","202505","06","2,000","83","2014","영등포로65길","202506~202706","신규","-","","","단독다가구"
"1436","서울특별시 영등포구 대림동","1***","8m미만","30.00","월세","202505","06","1,000","60","1992","디지털로47길","202503~202703","신규","-","","","단독다가구"
"1437","서울특별시 영등포구 대림동","7**","12m미만","16.52","월세","202505","06","500","55","2013","대림로31나길","202505~202705","신규","-","","","단독다가구"
"1438","서울특별시 영등포구 대림동","1***","8m미만","78.70","월세","202505","06","500","40","1992","디지털로49길","202505~202705","신규","-","","","단독다가구"
"1439","서울특별시 영등포구 대림동","6**","25m미만","40.00","월세","202505","06","1,000","35","","대림로40길","202505~202705","신규","-","","","단독다가구"
"1440","서울특별시 영등포구 대림동","1***","8m미만","57.53","월세","202505","05","500","50","1988","도림로40길","202506~202706","신규","-","","","단독다가구"
"1441","서울특별시 영등포구 대림동","7**","8m미만","49.58","월세","202505","05","1,000","110","1976","도림로53길","202505~202705","신규","-","","","단독다가구"
"1442","서울특별시 영등포구 대림동","1***","8m미만","18.00","월세","202505","05","2,000","45","2018","도림천로","202505~202605","신규","-","","","단독다가구"
"1443","서울특별시 영등포구 신길동","1***","8m미만","25.00","월세","202505","05","500","30","1991","신풍로25가길","202505~202705","신규","-","","","단독다가구"
"1444","서울특별시 영등포구 양평동1가","5*","25m미만","19.20","월세","202505","05","2,000","55","1989","선유동1로","202506~202706","신규","-","","","단독다가구"
"1445","서울특별시 영등포구 신길동","2**","8m미만","187.89","월세","202505","04","500","38","1987","도신로54길","202505~202705","신규","-","","","단독다가구"
"1446","서울특별시 영등포구 신길동","3**","8m미만","20.00","월세","202505","04","500","55","2018","가마산로61길","202506~202606","신규","-","","","단독다가구"
"1447","서울특별시 영등포구 대림동","1***","8m미만","20.00","월세","202505","04","1,000","65","2019","디지털로48나길","202505~202705","신규","-","","","단독다가구"
"1448","서울특별시 영등포구 대림동","8**","12m미만","46.46","월세","202505","04","1,000","50","1985","대림로22가길","202505~202705","신규","-","","","단독다가구"
"1449","서울특별시 영등포구 영등포동","6**","25m미만","79.73","월세","202505","03","2,000","99","1999","신길로","202505~202705","신규","-","","","단독다가구"
"1450","서울특별시 영등포구 신길동","2**","12m미만","31.98","월세","202505","03","1,000","40","1990","가마산로71길","202503~202705","신규","-","","","단독다가구"
"1451","서울특별시 영등포구 신길동","3***","12m미만","16.00","월세","202505","03","600","30","2006","신풍로12가길","202505~202605","신규","-","","","단독다가구"
"1452","서울특별시 영등포구 대림동","8**","8m미만","35.42","월세","202505","02","2,000","55","1990","대림로22길","202505~202705","신규","-","","","단독다가구"
"1453","서울특별시 영등포구 도림동","9*","8m미만","35.00","월세","202505","02","500","40","1990","도신로29다길","202507~202707","신규","-","","","단독다가구"
"1454","서울특별시 영등포구 도림동","2**","8m미만","34.00","월세","202505","02","3,000","40","1992","도림로113가길","202505~202705","신규","-","","","단독다가구"
"1455","서울특별시 영등포구 도림동","2**","8m미만","34.00","월세","202505","02","3,000","40","1993","도신로19길","202505~202705","신규","-","","","단독다가구"
"1456","서울특별시 영등포구 대림동","7**","12m미만","24.00","월세","202505","02","600","36","1988","대림로35나길","202505~202705","신규","-","","","단독다가구"
"1457","서울특별시 영등포구 영등포동","6**","25m미만","27.50","월세","202505","02","500","40","1992","영신로8길","202505~202705","신규","-","","","단독다가구"
"1458","서울특별시 영등포구 영등포동","6**","8m미만","49.75","월세","202505","02","3,000","45","1997","도림로112길","202505~202705","신규","-","","","단독다가구"
"1459","서울특별시 영등포구 당산동3가","1**","8m미만","16.50","월세","202505","02","2,000","41","1993","국회대로","202505~202705","신규","-","","","단독다가구"
"1460","서울특별시 영등포구 양평동5가","1**","25m미만","19.00","월세","202505","02","500","50","2010","양평로22사길","202506~202606","신규","-","","","단독다가구"
"1461","서울특별시 영등포구 양평동6가","7*","8m미만","18.07","월세","202505","01","1,000","60","2019","양평로28마길","202505~202604","신규","-","","","단독다가구"
"1462","서울특별시 영등포구 신길동","1**","8m미만","121.22","월세","202505","01","2,500","50","1990","영등포로80길","202506~202706","신규","-","","","단독다가구"
"1463","서울특별시 영등포구 신길동","4***","8m미만","19.00","월세","202505","01","3,000","32","2018","여의대방로21길","202506~202705","신규","-","","","단독다가구"
"1464","서울특별시 영등포구 신길동","4***","8m미만","42.13","월세","202505","01","500","45","1993","대방천로16길","202505~202705","신규","-","","","단독다가구"
"1465","서울특별시 영등포구 신길동","4**","12m미만","37.00","월세","202505","01","1,000","40","1992","신길로15길","202506~202706","신규","-","","","단독다가구"
"1466","서울특별시 영등포구 대림동","8**","8m미만","55.00","월세","202505","01","3,000","68","1991","대림로17길","202505~202705","신규","-","","","단독다가구"
"1467","서울특별시 영등포구 대림동","1***","8m미만","33.00","월세","202505","01","500","45","1996","디지털로48길","202505~202704","신규","-","","","단독다가구"
"1468","서울특별시 영등포구 대림동","7**","12m미만","18.00","월세","202505","01","500","50","2017","도림로41길","202505~202704","신규","-","","","단독다가구"
"1469","서울특별시 영등포구 대림동","9**","12m미만","18.02","월세","202505","01","500","48","2018","대림로8길","202505~202605","신규","-","","","단독다가구"
"1470","서울특별시 영등포구 대림동","1***","8m미만","29.00","월세","202505","01","2,000","60","1997","디지털로57길","202505~202705","신규","-","","","단독다가구"
"1471","서울특별시 영등포구 대림동","8**","8m미만","48.78","월세","202505","01","500","55","1996","디지털로61길","202505~202705","신규","-","","","단독다가구"
"1472","서울특별시 영등포구 도림동","2**","8m미만","24.00","월세","202505","01","2,000","55","2020","도영로","202505~202604","신규","-","","","단독다가구"
"1473","서울특별시 영등포구 당산동6가","1**","8m미만","41.00","월세","202504","30","500","55","1986","당산로50길","202505~202705","신규","-","","","단독다가구"
"1474","서울특별시 영등포구 신길동","*","8m미만","162.75","월세","202504","30","500","40","1993","여의대방로61길","202504~202704","신규","-","","","단독다가구"
"1475","서울특별시 영등포구 신길동","2**","8m미만","50.00","월세","202504","30","2,000","70","1988","도신로36길","202505~202705","신규","-","","","단독다가구"
"1476","서울특별시 영등포구 양평동3가","3*","8m미만","18.11","월세","202504","30","1,000","57","2016","양산로1길","202504~202604","신규","-","","","단독다가구"
"1477","서울특별시 영등포구 신길동","3**","8m미만","32.63","월세","202504","30","2,000","50","1992","도림로89길","202505~202705","신규","-","","","단독다가구"
"1478","서울특별시 영등포구 당산동1가","3**","8m미만","36.29","월세","202504","30","1,000","56","2007","당산로20길","202506~202606","신규","-","","","단독다가구"
"1479","서울특별시 영등포구 양평동4가","2**","8m미만","20.00","월세","202504","30","500","45","","선유로53길","202505~202705","신규","-","","","단독다가구"
"1480","서울특별시 영등포구 대림동","1***","8m미만","14.00","월세","202504","30","500","40","1990","디지털로38길","202504~202704","신규","-","","","단독다가구"
"1481","서울특별시 영등포구 대림동","9**","12m미만","22.00","월세","202504","30","700","40","2017","신길로15길","202505~202705","신규","-","","","단독다가구"
"1482","서울특별시 영등포구 대림동","9**","8m미만","28.00","월세","202504","30","500","38","1993","디지털로81길","202505~202705","신규","-","","","단독다가구"
"1483","서울특별시 영등포구 대림동","6**","25m미만","18.00","월세","202504","30","500","50","2019","도림로47길","202505~202605","신규","-","","","단독다가구"
"1484","서울특별시 영등포구 대림동","1***","8m미만","214.10","월세","202504","30","500","45","1993","디지털로41길","202505~202705","신규","-","","","단독다가구"
"1485","서울특별시 영등포구 영등포동","6**","8m미만","40.00","월세","202504","30","500","34","1986","영신로9가길","202504~202704","신규","-","","","단독다가구"
"1486","서울특별시 영등포구 신길동","4***","8m미만","18.85","월세","202504","30","3,000","45","2019","대방천로","202504~202604","신규","-","","","단독다가구"
"1487","서울특별시 영등포구 신길동","2**","8m미만","43.20","월세","202504","30","1,000","65","2016","도신로43길","202506~202706","신규","-","","","단독다가구"
"1488","서울특별시 영등포구 신길동","1***","8m미만","39.00","월세","202504","29","2,000","45","1991","여의대방로35길","202505~202705","신규","-","","","단독다가구"
"1489","서울특별시 영등포구 신길동","1**","8m미만","35.00","월세","202504","29","2,000","50","1991","도신로","202505~202705","신규","-","","","단독다가구"
"1490","서울특별시 영등포구 도림동","1**","12m미만","41.90","월세","202504","29","2,000","60","2000","도신로25길","202506~202706","신규","-","","","단독다가구"
"1491","서울특별시 영등포구 영등포동7가","6*","12m미만","34.05","전세","202504","29","3,000","0","1966","국회대로46길","202505~202705","신규","-","","","단독다가구"
"1492","서울특별시 영등포구 도림동","1*","8m미만","39.00","월세","202504","29","2,000","50","1996","영신로1길","202507~202707","신규","-","","","단독다가구"
"1493","서울특별시 영등포구 대림동","1***","8m미만","69.48","월세","202504","29","500","50","1991","디지털로52길","202504~202603","신규","-","","","단독다가구"
"1494","서울특별시 영등포구 대림동","1***","8m미만","59.02","월세","202504","29","2,500","75","1975","디지털로37라길","202505~202705","신규","-","","","단독다가구"
"1495","서울특별시 영등포구 대림동","1***","8m미만","33.00","월세","202504","28","1,000","40","1989","디지털로38길","202504~202704","신규","-","","","단독다가구"
"1496","서울특별시 영등포구 신길동","4***","8m미만","30.10","월세","202504","28","3,000","55","2018","여의대방로17길","202505~202705","신규","-","","","단독다가구"
"1497","서울특별시 영등포구 영등포동6가","2*","8m미만","20.65","월세","202504","28","3,000","70","2016","영등포로35나길","202504~202604","신규","-","","","단독다가구"
"1498","서울특별시 영등포구 대림동","6**","8m미만","40.00","월세","202504","28","500","40","","도신로10길","202504~202704","신규","-","","","단독다가구"
"1499","서울특별시 영등포구 도림동","1**","8m미만","40.00","월세","202504","28","1,000","50","1990","도신로27길","202505~202705","신규","-","","","단독다가구"
"1500","서울특별시 영등포구 신길동","3**","8m미만","34.00","월세","202504","28","1,000","40","1992","가마산로65길","202505~202605","신규","-","","","단독다가구"
"1501","서울특별시 영등포구 대림동","8**","12m미만","33.00","월세","202504","28","3,000","75","","도림로54길","202505~202705","신규","-","","","단독다가구"
"1502","서울특별시 영등포구 도림동","1**","12m미만","30.00","월세","202504","27","800","45","1992","도림로112길","202504~202604","신규","-","","","단독다가구"
"1503","서울특별시 영등포구 대림동","1***","8m미만","215.76","월세","202504","27","500","55","1990","도림천로15길","202505~202704","신규","-","","","단독다가구"
"1504","서울특별시 영등포구 대림동","7**","12m미만","15.00","월세","202504","27","500","40","1988","대림로35나길","202505~202703","신규","-","","","단독다가구"
"1505","서울특별시 영등포구 대림동","1***","8m미만","20.00","월세","202504","27","1,000","35","1990","대림로7가길","202505~202705","신규","-","","","단독다가구"
"1506","서울특별시 영등포구 대림동","9**","8m미만","20.00","월세","202504","27","1,000","42","2017","대림로8길","202505~202605","신규","-","","","단독다가구"
"1507","서울특별시 영등포구 도림동","1**","8m미만","19.00","월세","202504","27","2,000","41","2010","도신로27길","202505~202705","신규","-","","","단독다가구"
"1508","서울특별시 영등포구 도림동","2**","8m미만","33.00","월세","202504","26","1,000","48","1992","도신로15나길","202505~202705","신규","-","","","단독다가구"
"1509","서울특별시 영등포구 영등포동8가","*","8m미만","59.76","월세","202504","26","2,000","100","1990","영중로34길","202505~202705","신규","-","","","단독다가구"
"1510","서울특별시 영등포구 신길동","4***","8m미만","39.00","월세","202504","26","500","40","1989","신풍로20길","202505~202705","신규","-","","","단독다가구"
"1511","서울특별시 영등포구 신길동","3*","8m미만","38.00","월세","202504","26","1,000","50","","영등포로62라길","202505~202705","신규","-","","","단독다가구"
"1512","서울특별시 영등포구 대림동","6**","25m미만","19.00","월세","202504","26","500","50","2019","도림로47길","202504~202704","신규","-","","","단독다가구"
"1513","서울특별시 영등포구 도림동","2**","12m미만","27.00","월세","202504","26","3,000","55","1988","도신로15다길","202506~202706","신규","-","","","단독다가구"
"1514","서울특별시 영등포구 도림동","2**","8m미만","149.88","월세","202504","26","1,000","48","1992","도신로15나길","202505~202705","신규","-","","","단독다가구"
"1515","서울특별시 영등포구 도림동","1**","8m미만","35.00","월세","202504","26","1,000","35","1990","도림로108나길","202505~202705","신규","-","","","단독다가구"
"1516","서울특별시 영등포구 도림동","2**","8m미만","39.60","월세","202504","26","2,000","45","","도신로15나길","202504~202609","신규","-","","","단독다가구"
"1517","서울특별시 영등포구 양평동4가","2**","12m미만","10.00","월세","202504","25","1,000","40","1974","양평로18길","202505~202705","신규","-","","","단독다가구"
"1518","서울특별시 영등포구 신길동","1**","8m미만","32.06","월세","202504","25","1,000","50","1985","도신로51길","202505~202705","신규","-","","","단독다가구"
"1519","서울특별시 영등포구 신길동","6**","8m미만","23.00","월세","202504","25","3,000","60","2016","가마산로88길","202504~202704","신규","-","","","단독다가구"
"1520","서울특별시 영등포구 도림동","*","8m미만","40.00","월세","202504","25","1,000","90","1981","도신로39가길","202505~202705","신규","-","","","단독다가구"
"1521","서울특별시 영등포구 대림동","8**","8m미만","19.80","월세","202504","25","500","50","1992","대림로22길","202505~202705","신규","-","","","단독다가구"
"1522","서울특별시 영등포구 당산동2가","1**","8m미만","43.20","월세","202504","25","1,000","50","1992","선유동1로","202505~202705","신규","-","","","단독다가구"
"1523","서울특별시 영등포구 신길동","4**","25m이상","24.14","월세","202504","25","1,000","60","1983","도림로","202506~202606","신규","-","","","단독다가구"
"1524","서울특별시 영등포구 신길동","*","8m미만","183.26","월세","202504","25","500","40","1991","여의대방로61길","202505~202705","신규","-","","","단독다가구"
"1525","서울특별시 영등포구 당산동3가","4*","12m미만","23.00","월세","202504","25","2,000","50","2003","당산로28길","202505~202605","신규","-","","","단독다가구"
"1526","서울특별시 영등포구 신길동","4***","8m미만","21.00","월세","202504","25","2,000","50","2018","신길로16길","202505~202705","신규","-","","","단독다가구"
"1527","서울특별시 영등포구 신길동","4*","8m미만","37.00","월세","202504","24","500","40","1991","영등포로60길","202504~202704","신규","-","","","단독다가구"
"1528","서울특별시 영등포구 대림동","8**","8m미만","16.50","월세","202504","24","500","40","2017","대림로12길","202504~202704","신규","-","","","단독다가구"
"1529","서울특별시 영등포구 신길동","1**","8m미만","172.02","월세","202504","24","1,000","45","1990","도신로51길","202504~202704","신규","-","","","단독다가구"
"1530","서울특별시 영등포구 신길동","4***","25m이상","42.90","월세","202504","24","1,000","64","","신풍로","202504~202704","신규","-","","","단독다가구"
"1531","서울특별시 영등포구 대림동","1***","8m미만","30.00","월세","202504","24","500","50","1987","도림로36길","202504~202704","신규","-","","","단독다가구"
"1532","서울특별시 영등포구 양평동4가","2**","8m미만","30.00","월세","202504","24","1,000","55","1991","선유로53길","202505~202705","신규","-","","","단독다가구"
"1533","서울특별시 영등포구 대림동","1***","8m미만","20.00","월세","202504","24","500","40","1989","디지털로37가길","202505~202705","신규","-","","","단독다가구"
"1534","서울특별시 영등포구 대림동","1***","8m미만","37.00","월세","202504","23","500","52","1990","디지털로48길","202505~202705","신규","-","","","단독다가구"
"1535","서울특별시 영등포구 도림동","2**","8m미만","45.00","월세","202504","23","2,000","60","1996","도림로113나길","202506~202706","신규","-","","","단독다가구"
"1536","서울특별시 영등포구 대림동","9**","8m미만","20.00","월세","202504","23","500","37","1978","디지털로66길","202505~202705","신규","-","","","단독다가구"
"1537","서울특별시 영등포구 대림동","8**","8m미만","35.00","월세","202504","23","500","45","1997","디지털로75길","202505~202705","신규","-","","","단독다가구"
"1538","서울특별시 영등포구 대림동","9**","12m미만","57.00","월세","202504","23","2,000","55","1996","도림로64길","202505~202705","신규","-","","","단독다가구"
"1539","서울특별시 영등포구 영등포동","5**","8m미만","45.00","월세","202504","23","1,000","60","1987","영신로20가길","202504~202704","신규","-","","","단독다가구"
"1540","서울특별시 영등포구 도림동","2**","8m미만","45.00","월세","202504","23","2,000","60","1996","도림로113나길","202506~202706","신규","-","","","단독다가구"
"1541","서울특별시 영등포구 대림동","1***","8m미만","25.00","월세","202504","23","1,000","50","1990","디지털로52길","202505~202705","신규","-","","","단독다가구"
"1542","서울특별시 영등포구 신길동","2**","8m미만","35.00","월세","202504","22","500","30","1997","도신로40길","202504~202704","신규","-","","","단독다가구"
"1543","서울특별시 영등포구 신길동","3**","8m미만","30.40","월세","202504","22","500","35","1990","가마산로","202504~202704","신규","-","","","단독다가구"
"1544","서울특별시 영등포구 신길동","2**","8m미만","56.82","월세","202504","22","2,000","50","1994","도신로","202505~202705","신규","-","","","단독다가구"
"1545","서울특별시 영등포구 신길동","2**","8m미만","16.50","월세","202504","22","500","38","2016","도신로","202505~202605","신규","-","","","단독다가구"
"1546","서울특별시 영등포구 대림동","7**","25m미만","30.00","월세","202504","22","1,000","50","1993","대림로27가길","202506~202706","신규","-","","","단독다가구"
"1547","서울특별시 영등포구 대림동","1***","8m미만","18.00","월세","202504","22","500","37","1991","디지털로48길","202505~202705","신규","-","","","단독다가구"
"1548","서울특별시 영등포구 대림동","8**","8m미만","77.76","월세","202504","21","3,000","60","1983","디지털로67길","202505~202705","신규","-","","","단독다가구"
"1549","서울특별시 영등포구 양평동4가","3*","12m미만","51.18","월세","202504","21","2,000","70","1992","선유로47길","202505~202705","신규","-","","","단독다가구"
"1550","서울특별시 영등포구 대림동","8**","8m미만","36.92","월세","202504","21","500","60","1974","디지털로66길","202506~202706","신규","-","","","단독다가구"
"1551","서울특별시 영등포구 대림동","6**","25m미만","18.00","월세","202504","21","500","45","2017","도림로47길","202504~202604","신규","-","","","단독다가구"
